99.7,317.7,191.6,232.6
99.7,317.7,191.6,232.6
102.6,320.6,195.5,233.6
102.6,320.6,195.5,233.6
98.7,319.6,191.6,231.7
98.7,319.6,193.5,231.7
99.7,319.6,193.5,234.6
99.7,319.6,193.5,233.6
100.7,317.7,191.6,233.6
100.7,317.7,191.6,234.6
100.7,318.7,191.6,234.6
99.7,317.7,191.6,234.6
99.7,317.7,191.6,233.6
100.7,318.7,191.6,234.6
100.7,318.7,191.6,234.6
100.7,319.6,190.6,235.6
100.7,319.6,190.6,235.6
98.7,317.7,192.6,234.6
98.7,317.7,192.6,234.6
100.7,316.7,192.6,232.6
100.7,316.7,192.6,232.6
96.8,314.8,191.6,235.6
96.8,314.8,191.6,234.6
97.8,316.7,192.6,234.6
97.8,316.7,192.6,234.6
100.7,318.7,189.6,233.6
98.7,317.7,187.7,233.6
98.7,317.7,187.7,232.6
98.7,316.7,188.7,231.7
97.8,316.7,188.7,231.7
97.8,317.7,187.7,232.6
97.8,317.7,187.7,232.6
98.7,315.7,189.6,231.7
98.7,315.7,189.6,231.7
99.7,317.7,189.6,230.7
99.7,317.7,189.6,230.7
98.7,319.6,192.6,235.6
98.7,319.6,192.6,235.6
101.7,319.6,192.6,229.7
101.7,319.6,192.6,229.7
100.7,316.7,193.5,235.6
100.7,316.7,193.5,235.6
100.7,319.6,193.5,232.6
100.7,319.6,193.5,235.6
99.7,319.6,193.5,235.6
99.7,319.6,193.5,235.6
100.7,318.7,194.5,234.6
99.7,317.7,192.6,233.6
99.7,317.7,192.6,233.6
99.7,317.7,191.6,233.6
99.7,317.7,191.6,233.6
96.8,316.7,192.6,234.6
96.8,316.7,192.6,234.6
99.7,317.7,191.6,234.6
99.7,317.7,191.6,234.6
100.7,318.7,192.6,234.6
100.7,318.7,192.6,234.6
99.7,317.7,190.6,234.6
99.7,317.7,190.6,234.6
100.7,317.7,192.6,233.6
100.7,317.7,192.6,233.6
99.7,315.7,188.7,234.6
99.7,315.7,188.7,234.6
100.7,317.7,191.6,233.6
100.7,318.7,190.6,233.6
98.7,318.7,190.6,233.6
98.7,316.7,188.7,232.6
97.8,316.7,188.7,232.6
99.7,315.7,189.6,234.6
99.7,315.7,189.6,234.6
99.7,316.7,188.7,233.6
99.7,316.7,188.7,233.6
101.7,316.7,190.6,234.6
101.7,316.7,190.6,234.6
97.8,316.7,188.7,231.7
97.8,316.7,188.7,231.7
100.7,318.7,193.5,234.6
100.7,318.7,193.5,234.6
98.7,318.7,189.6,232.6
98.7,318.7,192.6,232.6
98.7,317.7,192.6,233.6
98.7,317.7,192.6,233.6
100.7,317.7,193.5,235.6
100.7,317.7,193.5,235.6
100.7,318.7,193.5,235.6
99.7,318.7,192.6,234.6
99.7,318.7,192.6,234.6
99.7,318.7,191.6,234.6
98.7,318.7,191.6,234.6
98.7,317.7,191.6,232.6
98.7,317.7,191.6,232.6
101.7,317.7,189.6,232.6
101.7,317.7,189.6,232.6
100.7,318.7,189.6,232.6
100.7,318.7,189.6,232.6
98.7,318.7,192.6,230.7
98.7,318.7,192.6,230.7
97.8,317.7,193.5,232.6
97.8,317.7,193.5,232.6
99.7,317.7,187.7,230.7
99.7,317.7,190.6,230.7
99.7,316.7,190.6,234.6
99.7,316.7,190.6,232.6
98.7,316.7,190.6,232.6
98.7,316.7,188.7,232.6
98.7,316.7,188.7,232.6
99.7,317.7,187.7,234.6
99.7,317.7,187.7,234.6
97.8,315.7,186.7,233.6
97.8,315.7,186.7,233.6
101.7,315.7,190.6,232.6
101.7,315.7,190.6,232.6
98.7,318.7,188.7,234.6
98.7,318.7,188.7,234.6
99.7,319.6,192.6,234.6
99.7,319.6,192.6,234.6
101.7,320.6,193.5,234.6
101.7,320.6,193.5,235.6
98.7,316.7,195.5,235.6
98.7,316.7,195.5,236.6
102.6,320.6,194.5,236.6
102.6,319.6,194.5,236.6
100.7,319.6,194.5,236.6
100.7,318.7,191.6,234.6
99.7,318.7,191.6,234.6
99.7,318.7,191.6,234.6
100.7,318.7,191.6,234.6
99.7,318.7,191.6,233.6
99.7,318.7,191.6,233.6
98.7,316.7,189.6,233.6
98.7,316.7,191.6,237.5
100.7,316.7,191.6,237.5
100.7,316.7,193.5,233.6
99.7,316.7,193.5,233.6
99.7,316.7,193.5,233.6
