379.3,610.0,516.1,430.09999999999997
379.3,613.9,517.1,429.09999999999997
378.3,614.9,514.2,429.09999999999997
378.3,616.8000000000001,517.1,429.09999999999997
376.3,613.9,517.1,429.09999999999997
381.2,615.8000000000001,517.1,429.09999999999997
382.2,616.8000000000001,516.1,430.09999999999997
383.2,617.8000000000001,516.1,430.09999999999997
381.2,617.8000000000001,517.1,431.09999999999997
382.2,618.8000000000001,516.1,435.0
391.0,615.8000000000001,516.1,452.6
415.4,635.4,528.8000000000001,499.5
446.7,653.0,576.7,571.8
477.0,667.6,590.4000000000001,593.4000000000001
490.70000000000005,670.6,603.1,613.9
512.2,675.5,604.1,617.8000000000001
523.9,685.2,617.8000000000001,633.4
559.1,696.0,635.4,653.0
574.8,703.8,644.2,676.4
581.6,701.9,651.0,678.4
575.8,700.9,648.1,674.5
566.0,697.0,646.1,663.6999999999999
531.8000000000001,683.3000000000001,630.5,639.3
472.1,662.8,605.1,600.1999999999999
441.8,652.0,579.7,560.1
398.8,625.6,542.5,480.0
378.3,611.9,514.2,427.20000000000005
379.3,618.8000000000001,508.29999999999995,421.3
379.3,613.9,510.29999999999995,428.20000000000005
406.6,622.7,516.1,456.5
453.6,656.9000000000001,547.4,497.59999999999997
494.59999999999997,669.6,583.6,576.7
531.8000000000001,682.3000000000001,605.1,616.8000000000001
554.3000000000001,691.1,619.7,628.5
574.8,696.0,628.5,642.2
583.6,702.8,629.5,654.0
587.5,700.9,642.2,671.6
605.1,704.8,646.1,683.3000000000001
612.9,703.8,663.6999999999999,686.2
629.5,709.7,661.8000000000001,685.2
627.6,709.7,668.6,692.1
626.6,709.7,671.6,692.1
615.8000000000001,703.8,668.6,678.4
591.4000000000001,697.0,647.1,660.8000000000001
538.6,681.3000000000001,621.7,628.5
477.0,659.8000000000001,588.5,575.8
444.79999999999995,651.0,568.9,537.6
389.1,622.7,536.6999999999999,468.2
365.59999999999997,615.8000000000001,507.29999999999995,435.0
370.5,613.9,506.4,431.09999999999997
375.40000000000003,614.9,510.29999999999995,435.0
388.1,612.9,523.0,472.1
450.6,656.9000000000001,549.4,505.4
494.59999999999997,667.6,583.6,573.8
523.0,679.4,605.1,624.6
563.0,692.1,631.5,654.0
603.1,707.7,647.1,670.6
612.9,709.7,652.0,684.3000000000001
621.7,704.8,660.8000000000001,687.2
623.7,706.7,661.8000000000001,691.1
631.5,708.7,664.6999999999999,690.1
635.4,714.6,671.6,694.0
636.4,711.6,670.6,692.1
628.5,710.7,668.6,687.2
608.0,699.9,660.8000000000001,676.4
587.5,696.0,647.1,661.8000000000001
536.6999999999999,680.4,622.7,636.4
510.29999999999995,662.8,604.1,604.1
437.0,646.1,572.8,554.3000000000001
374.40000000000003,611.9,529.8000000000001,471.2
366.59999999999997,607.0,511.2,442.8
370.5,611.9,512.2,440.90000000000003
375.40000000000003,610.9,514.2,445.7
391.0,623.7,516.1,459.4
428.20000000000005,641.3,538.6,504.4
493.59999999999997,668.6,584.6,591.4000000000001
523.0,679.4,609.0,632.5
584.6,702.8,633.4,662.8
599.1999999999999,704.8,652.0,681.3000000000001
610.0,704.8,653.0,685.2
606.1,699.9,658.8000000000001,692.1
614.9,704.8,657.9000000000001,689.1
618.8000000000001,709.7,658.8000000000001,691.1
635.4,714.6,663.6999999999999,687.2
633.4,713.6,664.6999999999999,689.1
641.3,715.5,675.5,694.0
649.1,718.5,674.5,691.1
649.1,718.5,673.5,687.2
636.4,707.7,668.6,676.4
619.7,699.9,655.9000000000001,669.6
580.6,691.1,629.5,640.3
523.0,671.6,603.1,598.1999999999999
493.59999999999997,662.8,580.6,562.1
