485.8,675.5,517.1,738.0
485.8,675.5,517.1,738.0
485.8,675.5,516.1,738.0
485.8,675.5,518.1,738.0
485.8,675.5,519.1,738.0
485.8,674.5,517.1,738.0
485.8,675.5,517.1,738.0
485.8,675.5,518.1,738.0
485.8,675.5,518.1,738.0
485.8,674.5,518.1,737.0
485.8,674.5,518.1,737.0
485.8,675.5,517.1,737.0
484.8,675.5,518.1,738.0
483.9,674.5,518.1,738.0
483.9,674.5,518.1,739.0
483.9,674.5,519.1,738.0
482.9,674.5,521.0,738.0
482.9,674.5,520.0,738.0
482.9,674.5,519.1,738.0
482.9,674.5,519.1,738.0
